Year,Team,Total Prize Money (Year),Number of Tournaments
2013,paiN Gaming,"$53,399.24 ",1
2013,Axiom eSports,"$52,098.02 ",1
2013,vVv Gaming,"$47,950.00 ",1
2013,Mineski,"$46,391.23 ",1
2013,Empire Arcadia,"$45,650.10 ",1
2013,mYinsanity,"$41,796.41 ",1
2013,ESC Gaming,"$40,945.75 ",1
2013,Western Wolves,"$38,855.39 ",1
2013,Astana Dragons,"$38,823.69 ",1
2013,CNB e-Sports Club,"$38,796.74 ",1
2013,Anexis eSports,"$36,907.38 ",1
2013,ALTERNATE aTTaX,"$36,728.38 ",1
2013,Vici Gaming,"$36,626.07 ",1
2013,Dark Passage,"$35,257.59 ",1
2013,Xenics,"$34,435.16 ",1
2013,Radical Online X-tremists,"$34,120.86 ",1
2013,Rising Stars Gaming,"$33,709.74 ",1
2013,Lions,"$31,500.00 ",1
2013,n!faculty,"$31,492.27 ",1
2013,ROOT Gaming,"$30,987.79 ",1
2013,UNiTE Gaming,"$30,200.00 ",1
2013,Lyon Gaming,"$30,000.00 ",1
2013,Team KaLiBeR,"$29,760.00 ",1
2013,Karont3 e-Sports Club,"$29,119.79 ",1
2013,Clan-Mystik,"$27,593.96 ",1
2013,Jin Air Green Wings,"$26,525.65 ",1
2013,Good Game University,"$25,700.00 ",1
2013,NewRoSoft,"$25,692.48 ",1
2013,LGB eSports,"$24,050.87 ",1
2013,Titan eSports,"$23,037.08 ",1
2013,Sigma,"$22,693.59 ",1
2013,Team LDLC.com,"$22,364.33 ",1
2013,Cats Gaming,"$21,850.00 ",1
2013,Saigon Jokers,"$21,407.03 ",1
2013,COGnitive Gaming,"$18,986.19 ",1
2013,against All authority,"$17,399.52 ",1
2013,LMQ,"$16,412.01 ",1
2013,8th Team,"$16,263.08 ",1
2013,Young Glory,"$15,206.00 ",1
2013,ENCE eSports,"$14,516.20 ",1
2013,Absolute Legends,"$14,461.57 ",1
2013,Hong Kong Attitude,"$14,349.68 ",1
2013,Sinners Never Sleep,"$14,302.87 ",1
2013,Denial Esports,"$13,985.80 ",1
2013,Flash Wolves,"$13,812.45 ",1
2013,XMG,"$12,681.77 ",1
2013,Power Rangers,"$12,628.70 ",1
2013,Kuala Lumpur Hunters,"$12,561.11 ",1
2013,For Our Utopia,"$12,371.95 ",1
2013,No Tidehunter,"$12,164.81 ",1
2013,Team Zenith,"$11,303.96 ",1
2013,Team Coast,"$11,250.00 ",1
2013,Keyd Stars,"$11,195.10 ",1
2013,Universal Soldiers,"$11,000.00 ",1
2013,VanQuish,"$11,000.00 ",1
2013,Imaginary Gaming,"$10,562.25 ",1
2013,Zenith of Origin,"$9,512.17 ",1
2013,LowLandLions,"$9,285.27 ",1
2013,Project_kr,"$9,000.00 ",1
2013,Reason Gaming,"$8,743.78 ",1
2013,eSuba,"$8,685.92 ",1
2013,Bangkok Titans,"$8,574.50 ",1
2013,4Kings,"$8,000.00 ",1
2013,iBUYPOWER,"$8,000.00 ",1
2013,Playing Ducks,"$7,926.42 ",1
2013,CLASH Tournaments,"$7,773.46 ",1
2013,AGAiN,"$7,500.00 ",1
2013,Counter Logic Gaming,"$7,300.00 ",1
2013,Heimerdinger's Colossi,"$7,285.84 ",1
2013,Team Nv,"$7,221.06 ",1
2013,Team Roccat,"$7,187.76 ",1
2013,Team Property,"$6,957.40 ",1
2013,Made in Thailand,"$6,800.44 ",1
2013,FM eSports,"$6,574.10 ",1
2013,Planetkey Dynamics,"$6,479.40 ",1
2013,AT Gaming,"$6,454.65 ",1
2013,JusTus,"$6,000.00 ",1
2013,Alien Invasion,"$5,831.66 ",1
2013,H2K,"$5,500.00 ",1
2013,Maximum Impact Gaming,"$5,405.89 ",1
2013,Giants Gaming,"$5,151.93 ",1
2013,FlipSid3 Tactics,"$5,076.66 ",1
2013,Team Infused,"$5,026.30 ",1
2013,Netcode Illuminati,"$4,800.00 ",1
2013,RattleSnake,"$4,761.10 ",1
2013,Melee it on Me,"$4,443.77 ",1
2013,Vega Squadron,"$4,348.93 ",1
2013,Clarity Gaming,"$4,295.38 ",1
2013,Benched Gaming,"$4,054.84 ",1
2013,New Star HoSeo,"$4,025.82 ",1
2013,DragonBorns,"$3,965.40 ",1
2013,FaZe Clan,"$3,550.00 ",1
2013,Five Crowns,"$3,502.85 ",1
2013,OverGaming,"$3,402.25 ",1
2013,Quarter after Midnight,"$3,400.00 ",1
2013,PanDarea,"$3,350.55 ",1
2013,3DMAX,"$2,794.03 ",1
2013,IvDgaming,"$2,700.00 ",1
2013,4 Asians Plus 1,"$2,500.00 ",1
2013,Aware Gaming,"$2,500.00 ",1
2013,DetonatioN,"$2,500.00 ",1
2013,Team LoLPro,"$2,500.00 ",1
2013,DuSt Gaming,"$2,483.78 ",1
2013,KaBuM! e-Sports,"$2,432.25 ",1
2013,Cascade,"$2,333.22 ",1
2013,Tricked eSports,"$2,135.09 ",1
2013,Exile5,"$2,120.05 ",1
2013,Salade Tomate Oignon,"$2,061.31 ",1
2013,Danish National Team,"$2,000.00 ",1
2013,Vox Eminor,"$2,000.00 ",1
2013,EYEBALLERS,"$1,909.22 ",1
2013,Pulse Esports,"$1,791.28 ",1
2013,VGBootCamp,"$1,593.25 ",1
2013,Team Meka,"$1,550.00 ",1
2013,Bad Monkey Gaming,"$1,508.00 ",1
2013,Supremacy,"$1,318.43 ",1
2013,Clan 519,"$1,000.00 ",1
2013,French National Team,"$1,000.00 ",1
2013,Strictly Business,"$1,000.00 ",1
2013,Carbon,$842.30 ,1
2013,Invasion eSport,$839.55 ,1
2013,k1ck eSports Club,$821.24 ,1
2013,Vitality,$818.58 ,1
2013,Control Gaming,$763.00 ,1
2013,Team Oxy,$619.50 ,1
2013,Project EVERSIO,$534.80 ,1
2013,Prophecy,$456.17 ,1
2013,SUPA HOT CREW XD,$350.00 ,1
2013,Broken Tier,$309.00 ,1
2013,x6tence,$259.76 ,1
2013,It's Gosu eSports,$175.00 ,1
2013,myRevenge,$132.33 ,1
2013,mTw,$125.00 ,1
2013,Team Menace.fi,$96.63 ,1
2013,Smash Studios,$0.00 ,1
2012,Invictus Gaming,"$1,275,354.36 ",1
2012,Taipei Assassins,"$1,030,455.86 ",1
2012,StarTale,"$465,341.13 ",1
2012,Counter Logic Gaming,"$426,890.08 ",1
2012,Natus Vincere,"$401,557.57 ",1
2012,AZUBU,"$376,268.19 ",1
2012,Fnatic,"$369,346.16 ",1
2012,Moscow Five,"$340,066.10 ",1
2012,MVP,"$325,761.78 ",1
2012,World Elite,"$291,466.84 ",1
2012,Incredible Miracle,"$287,968.44 ",1
2012,SK Gaming,"$249,573.08 ",1
2012,Team Liquid,"$236,828.38 ",1
2012,FXOpen e-Sports,"$233,517.54 ",1
2012,LGD Gaming,"$231,485.69 ",1
2012,Team SoloMid,"$231,128.44 ",1
2012,Evil Geniuses,"$230,241.93 ",1
2012,Prime,"$229,738.23 ",1
2012,mousesports,"$189,494.75 ",1
2012,Team Dignitas,"$189,004.49 ",1
2012,Team SCV Life,"$166,505.07 ",1
2012,Millenium,"$161,435.69 ",1
2012,Team DK,"$155,793.29 ",1
2012,Team Acer,"$148,082.93 ",1
2012,SlayerS,"$145,252.28 ",1
2012,T1,"$139,574.85 ",1
2012,compLexity Gaming,"$124,145.68 ",1
2012,Maximum Impact Gaming,"$123,635.70 ",1
2012,Team Curse,"$111,157.52 ",1
2012,NaJin e-mFire,"$108,000.72 ",1
2012,Western Wolves,"$97,233.14 ",1
2012,CJ Entus,"$93,822.80 ",1
2012,ALTERNATE aTTaX,"$93,674.11 ",1
2012,Team Empire,"$92,139.24 ",1
2012,mTw,"$83,412.02 ",1
2012,Quantic Gaming,"$80,647.21 ",1
2012,ESC Gaming,"$79,835.34 ",1
2012,Karont3 e-Sports Club,"$78,932.78 ",1
2012,Ninjas in Pyjamas,"$73,017.55 ",1
2012,Samsung,"$69,201.25 ",1
2012,TyLoo,"$66,795.85 ",1
2012,Saigon Jokers,"$62,500.00 ",1
2012,EHOME,"$59,214.99 ",1
2012,Orange Esports,"$53,546.13 ",1
2012,Team VeryGames,"$48,983.82 ",1
2012,Radical Online X-tremists,"$42,685.15 ",1
2012,TongFu,"$38,165.91 ",1
2012,Meet Your Makers,"$37,991.77 ",1
2012,Team Zenith,"$36,913.27 ",1
2012,Old Generations,"$32,926.66 ",1
2012,Absolute Legends,"$31,062.32 ",1
2012,Virtus.pro,"$29,401.77 ",1
2012,OpTic Gaming,"$29,121.80 ",1
2012,New Star HoSeo,"$28,002.37 ",1
2012,Cats Gaming,"$27,304.49 ",1
2012,n!faculty,"$26,448.25 ",1
2012,Gama Bears,"$26,251.88 ",1
2012,Xenics,"$26,238.87 ",1
2012,Eclypsia,"$25,621.51 ",1
2012,apeX eSports,"$24,972.18 ",1
2012,Copenhagen Wolves,"$23,015.83 ",1
2012,STX SouL,"$21,853.24 ",1
2012,KT Rolster,"$21,781.83 ",1
2012,Epsilon eSports,"$20,851.81 ",1
2012,against All authority,"$20,294.20 ",1
2012,No Tidehunter,"$19,612.27 ",1
2012,Woongjin Stars,"$19,191.52 ",1
2012,vVv Gaming,"$19,050.00 ",1
2012,Team WinFakt,"$19,003.44 ",1
2012,Singapore Sentinels,"$18,647.61 ",1
2012,Team Orbit,"$18,250.00 ",1
2012,XMG,"$17,946.50 ",1
2012,Anexis eSports,"$17,518.01 ",1
2012,Star Horn Royal Club,"$16,863.08 ",1
2012,EloHell,"$15,643.43 ",1
2012,Area 51 Gaming,"$14,000.00 ",1
2012,x6tence,"$13,845.25 ",1
2012,Team Nv,"$13,233.86 ",1
2012,Team FeaR,"$12,345.05 ",1
2012,It's Gosu eSports,"$11,923.87 ",1
2012,TCM Gaming,"$11,782.65 ",1
2012,Kuala Lumpur Hunters,"$11,500.00 ",1
2012,PotM Bottom,"$11,500.00 ",1
2012,CheckSix Gaming,"$11,373.62 ",1
2012,LowLandLions,"$10,719.90 ",1
2012,Lions,"$10,200.00 ",1
2012,Lemondogs,"$10,115.75 ",1
2012,Wayi Spider,"$10,100.00 ",1
2012,ROOT Gaming,"$9,929.94 ",1
2012,paiN Gaming,"$9,331.68 ",1
2012,myRevenge,"$8,706.50 ",1
2012,Mineski,"$8,400.98 ",1
2012,Empire Arcadia,"$8,129.86 ",1
2012,Axiom eSports,"$7,522.73 ",1
2012,Bangkok Titans,"$7,500.00 ",1
2012,PanDarea,"$7,454.54 ",1
2012,Alien Invasion,"$6,607.33 ",1
2012,Giants Gaming,"$6,446.73 ",1
2012,8th Team,"$6,428.11 ",1
2012,ZeNEX,"$6,307.84 ",1
2012,FM eSports,"$5,941.54 ",1
2012,Team gamed!de,"$5,279.75 ",1
2012,V8 eSports,"$5,250.00 ",1
2012,Cloud9,"$5,000.00 ",1
2012,NewRoSoft,"$4,752.39 ",1
2012,Tricked eSports,"$4,415.34 ",1
2012,Team Phoenix,"$4,250.00 ",1
2012,eSuba,"$4,189.09 ",1
2012,4Kings,"$4,065.45 ",1
2012,eSahara,"$3,848.80 ",1
2012,MKZ,"$3,836.97 ",1
2012,Pulse Esports,"$3,665.00 ",1
2012,Broken Tier,"$3,475.00 ",1
2012,Prophecy,"$3,289.05 ",1
2012,Netcode Illuminati,"$3,000.00 ",1
2012,Team LDLC.com,"$2,962.35 ",1
2012,Team Envy,"$2,888.46 ",1
2012,Team Infused,"$2,633.89 ",1
2012,Imaginary Gaming,"$2,623.99 ",1
2012,Mindfreak,"$2,479.17 ",1
2012,DTS Gaming,"$2,250.00 ",1
2012,Epik Gamer,"$2,250.00 ",1
2012,Carbon,"$2,224.50 ",1
2012,3DMAX,"$2,125.14 ",1
2012,Flash Wolves,"$2,100.00 ",1
2012,Clan 519,"$2,000.00 ",1
2012,Fariko,"$2,000.00 ",1
2012,Serious Gaming,"$1,923.89 ",1
2012,LighT eSports,"$1,870.48 ",1
2012,OverGaming,"$1,806.56 ",1
2012,EYEBALLERS,"$1,777.71 ",1
2012,DuSt Gaming,"$1,758.61 ",1
2012,Str8 Rippin,"$1,587.60 ",1
2012,OMG,"$1,500.00 ",1
2012,TnC Gaming,"$1,500.00 ",1
2012,Vile Gaming,"$1,350.00 ",1
2012,Positive Energy,"$1,284.81 ",1
2012,Guild of Imbalance,"$1,044.35 ",1
2012,Vitriolic,$750.00 ,1
2012,Quarter after Midnight,$575.24 ,1
2012,Team Meka,$450.00 ,1
2012,Project EVERSIO,$444.81 ,1
2012,Air Force ACE,$355.29 ,1
2012,Team Oxy,$336.50 ,1
2012,Vega Squadron,$259.56 ,1
2012,Dark Passage,$256.57 ,1
2012,Enemy,$189.40 ,1
2012,Team Legion,$150.00 ,1
2012,Melee it on Me,$136.00 ,1
2012,Pandora's Mighty Soldiers,$25.00 ,1
2012,CLASH Tournaments,$13.00 ,1
2012,Extreme Dive Gaming,$0.00 ,1
2011,Natus Vincere,"$1,120,414.41 ",1
2011,OpTic Gaming,"$470,200.00 ",1
2011,Incredible Miracle,"$463,346.91 ",1
2011,Old Generations,"$298,078.76 ",1
2011,Fnatic,"$285,951.14 ",1
2011,EHOME,"$279,993.96 ",1
2011,SlayerS,"$236,638.02 ",1
2011,Prime,"$234,075.03 ",1
2011,mousesports,"$194,332.52 ",1
2011,Evil Geniuses,"$181,329.93 ",1
2011,SK Gaming,"$151,754.10 ",1
2011,Scythe Gaming,"$151,321.22 ",1
2011,Team Liquid,"$144,486.58 ",1
2011,Millenium,"$137,789.29 ",1
2011,MVP,"$136,752.51 ",1
2011,Team Dignitas,"$126,754.11 ",1
2011,StarTale,"$124,964.18 ",1
2011,FXOpen e-Sports,"$117,959.99 ",1
2011,Team SCV Life,"$112,849.74 ",1
2011,Team Infused,"$103,092.37 ",1
2011,Invictus Gaming,"$97,799.43 ",1
2011,T1,"$94,487.00 ",1
2011,mTw,"$91,886.98 ",1
2011,KT Rolster,"$89,366.16 ",1
2011,Frag eXecutors,"$89,144.80 ",1
2011,Meet Your Makers,"$89,116.60 ",1
2011,Samsung,"$85,683.90 ",1
2011,Moscow Five,"$79,508.29 ",1
2011,World Elite,"$77,188.40 ",1
2011,apeX eSports,"$73,483.93 ",1
2011,ESC Gaming,"$73,242.11 ",1
2011,New Star HoSeo,"$70,179.43 ",1
2011,PanDarea,"$69,133.96 ",1
2011,Team SoloMid,"$67,400.58 ",1
2011,CJ Entus,"$66,722.87 ",1
2011,TyLoo,"$65,535.69 ",1
2011,ALTERNATE aTTaX,"$60,787.69 ",1
2011,Team VeryGames,"$55,748.56 ",1
2011,Team DK,"$54,236.13 ",1
2011,compLexity Gaming,"$48,197.96 ",1
2011,Counter Logic Gaming,"$47,357.90 ",1
2011,Team Acer,"$46,156.28 ",1
2011,Team Empire,"$45,983.91 ",1
2011,ZeNEX,"$42,840.66 ",1
2011,against All authority,"$41,071.83 ",1
2011,Lions,"$39,474.80 ",1
2011,For Our Utopia,"$36,739.19 ",1
2011,Online Kingdom,"$34,500.00 ",1
2011,WeMade FOX,"$34,076.74 ",1
2011,Str8 Rippin,"$33,800.00 ",1
2011,Gama Bears,"$32,000.00 ",1
2011,Woongjin Stars,"$31,382.15 ",1
2011,Made in Thailand,"$31,198.87 ",1
2011,Team WinFakt,"$29,262.86 ",1
2011,STX SouL,"$28,960.71 ",1
2011,Epik Gamer,"$27,500.00 ",1
2011,Serious Gaming,"$25,030.84 ",1
2011,Hwaseung OZ,"$22,199.24 ",1
2011,Gameburg Team,"$22,140.16 ",1
2011,Final Boss,"$19,600.00 ",1
2011,Guild of Imbalance,"$16,475.07 ",1
2011,Empire Arcadia,"$14,321.75 ",1
2011,x6tence,"$13,921.00 ",1
2011,eSuba,"$13,727.68 ",1
2011,Team LDLC.com,"$12,122.79 ",1
2011,Epsilon eSports,"$11,831.15 ",1
2011,Reason Gaming,"$10,695.00 ",1
2011,DTS Gaming,"$10,536.76 ",1
2011,Temp.no,"$10,254.97 ",1
2011,myRevenge,"$9,833.55 ",1
2011,Mineski,"$9,118.20 ",1
2011,TCM Gaming,"$8,786.01 ",1
2011,eSahara,"$8,021.82 ",1
2011,vVv Gaming,"$8,000.00 ",1
2011,Team Curse,"$7,880.00 ",1
2011,Team gamed!de,"$7,853.60 ",1
2011,ROOT Gaming,"$6,750.00 ",1
2011,AGAiN,"$6,597.13 ",1
2011,Virus Gaming,"$6,535.50 ",1
2011,Netcode Illuminati,"$6,500.00 ",1
2011,MBCGame HERO,"$6,224.16 ",1
2011,Team Envy,"$5,800.00 ",1
2011,Virtus.pro,"$5,714.30 ",1
2011,LGD Gaming,"$5,361.46 ",1
2011,Alien Invasion,"$5,161.98 ",1
2011,Orange Esports,"$5,000.00 ",1
2011,Radical Online X-tremists,"$4,957.56 ",1
2011,CheckSix Gaming,"$4,820.00 ",1
2011,3DMAX,"$4,772.80 ",1
2011,Quantic Gaming,"$4,141.63 ",1
2011,Team FeaR,"$4,000.00 ",1
2011,Broken Tier,"$3,984.00 ",1
2011,It's Gosu eSports,"$3,816.67 ",1
2011,Project_kr,"$3,676.00 ",1
2011,Pandora's Mighty Soldiers,"$3,225.00 ",1
2011,4Kings,"$3,000.00 ",1
2011,Wayi Spider,"$3,000.00 ",1
2011,LowLandLions,"$2,637.85 ",1
2011,Canadian National Team,"$2,500.00 ",1
2011,Flash Wolves,"$2,500.00 ",1
2011,Anexis eSports,"$2,200.00 ",1
2011,V8 eSports,"$2,000.00 ",1
2011,American National Team,"$1,500.00 ",1
2011,Copenhagen Wolves,"$1,475.60 ",1
2011,k23,"$1,303.32 ",1
2011,Praetoriani,"$1,296.64 ",1
2011,forZe,"$1,250.00 ",1
2011,Fariko,"$1,103.76 ",1
2011,Area 51 Gaming,"$1,000.00 ",1
2011,German National Team,"$1,000.00 ",1
2011,Panda Global,"$1,000.00 ",1
2011,Air Force ACE,$920.94 ,1
2011,Bravado Gaming,$582.41 ,1
2011,Lunatic-hai,$459.50 ,1
2011,Maximum Impact Gaming,$457.80 ,1
2011,NewRoSoft,$433.17 ,1
2011,Clan 519,$400.00 ,1
2011,CLASH Tournaments,$381.00 ,1
2011,Universal Soldiers,$350.00 ,1
2011,Rock Solid,$300.00 ,1
2011,Enemy,$288.75 ,1
2011,GameTV,$285.26 ,1
2011,DuSt Gaming,$248.06 ,1
2011,Giants Gaming,$200.74 ,1
2011,H2K,$136.51 ,1
2011,Absolute Legends,$135.58 ,1
2011,Imaginary Gaming,$84.82 ,1
2011,Carbon,$52.60 ,1
2011,IsIMBA,$20.00 ,1
2011,Smash Studios,$15.00 ,1
2010,KT Rolster,"$218,479.79 ",1
2010,Natus Vincere,"$195,846.33 ",1
2010,Fnatic,"$189,742.76 ",1
2010,Evil Geniuses,"$175,638.48 ",1
2010,Final Boss,"$172,400.00 ",1
2010,SK Gaming,"$168,922.80 ",1
2010,WeMade FOX,"$158,775.58 ",1
2010,mousesports,"$149,537.34 ",1
2010,Old Generations,"$125,809.32 ",1
2010,Team SCV Life,"$122,427.14 ",1
2010,against All authority,"$106,548.61 ",1
2010,Hwaseung OZ,"$103,434.89 ",1
2010,mTw,"$101,885.54 ",1
2010,Incredible Miracle,"$94,816.61 ",1
2010,CJ Entus,"$72,649.67 ",1
2010,TyLoo,"$71,159.93 ",1
2010,T1,"$71,003.00 ",1
2010,compLexity Gaming,"$68,400.00 ",1
2010,STX SouL,"$65,906.77 ",1
2010,Prime,"$55,133.31 ",1
2010,Frag eXecutors,"$52,136.47 ",1
2010,Carbon,"$51,112.00 ",1
2010,Team VeryGames,"$48,755.13 ",1
2010,ALTERNATE aTTaX,"$47,823.28 ",1
2010,Serious Gaming,"$46,904.45 ",1
2010,ZeNEX,"$46,650.29 ",1
2010,World Elite,"$43,945.12 ",1
2010,Team Dignitas,"$43,147.11 ",1
2010,EHOME,"$40,898.57 ",1
2010,StarTale,"$40,632.77 ",1
2010,Str8 Rippin,"$40,400.00 ",1
2010,Woongjin Stars,"$33,590.95 ",1
2010,Meet Your Makers,"$30,234.27 ",1
2010,Lions,"$29,012.25 ",1
2010,PanDarea,"$27,676.37 ",1
2010,Team Liquid,"$26,157.18 ",1
2010,MBCGame HERO,"$25,799.42 ",1
2010,CNB e-Sports Club,"$25,000.00 ",1
2010,Samsung,"$23,811.32 ",1
2010,forZe,"$22,380.58 ",1
2010,H2K,"$22,023.57 ",1
2010,Radical Online X-tremists,"$18,425.00 ",1
2010,TCM Gaming,"$17,166.36 ",1
2010,Hite SPARKYZ,"$16,868.88 ",1
2010,DTS Gaming,"$15,159.89 ",1
2010,Millenium,"$14,135.25 ",1
2010,Empire Arcadia,"$13,356.40 ",1
2010,For Our Utopia,"$11,064.62 ",1
2010,Team Acer,"$11,042.00 ",1
2010,ROOT Gaming,"$10,600.00 ",1
2010,Ukranian National Team,"$10,230.66 ",1
2010,Counter Logic Gaming,"$9,500.00 ",1
2010,Enemy,"$8,850.00 ",1
2010,LGD Gaming,"$8,435.77 ",1
2010,Swedish National Team,"$8,141.52 ",1
2010,German National Team,"$8,136.05 ",1
2010,k23,"$8,085.04 ",1
2010,Danish National Team,"$7,643.46 ",1
2010,eSTRO,"$7,211.70 ",1
2010,ESC Gaming,"$6,822.13 ",1
2010,British National Team,"$6,340.60 ",1
2010,n!faculty,"$5,886.07 ",1
2010,Reason Gaming,"$5,878.19 ",1
2010,x3o,"$5,000.00 ",1
2010,wisdom Nerve victory,"$4,946.31 ",1
2010,Russian National Team,"$4,099.94 ",1
2010,French National Team,"$3,207.81 ",1
2010,Team Roccat,"$3,097.48 ",1
2010,OpTic Gaming,"$3,000.00 ",1
2010,Bulgarian National Team,"$2,825.88 ",1
2010,Project EVERSIO,"$2,322.60 ",1
2010,SlayerS,"$2,077.59 ",1
2010,Netcode Illuminati,"$2,000.00 ",1
2010,Epsilon eSports,"$1,960.96 ",1
2010,Romanian National Team,"$1,902.18 ",1
2010,Team LDLC.com,"$1,871.38 ",1
2010,x6tence,"$1,800.00 ",1
2010,WeRRa,"$1,769.74 ",1
2010,Team Empire,"$1,750.66 ",1
2010,myRevenge,"$1,637.58 ",1
2010,Online Kingdom,"$1,590.50 ",1
2010,Team gamed!de,"$1,455.55 ",1
2010,Praetoriani,"$1,247.84 ",1
2010,MIBR,"$1,100.00 ",1
2010,Rock Solid,"$1,000.00 ",1
2010,Temp.no,$882.60 ,1
2010,Area 51 Gaming,$800.00 ,1
2010,Air Force ACE,$782.04 ,1
2010,AGAiN,$750.00 ,1
2010,Polish National Team,$732.10 ,1
2010,CLASH Tournaments,$700.00 ,1
2010,Alien Invasion,$637.86 ,1
2010,Clan 519,$600.00 ,1
2010,Team DK,$600.00 ,1
2010,4Kings,$548.00 ,1
2010,Finnish National Team,$514.92 ,1
2010,Begrip Gaming,$500.00 ,1
2010,LowLandLions,$500.00 ,1
2010,Virus Gaming,$463.12 ,1
2010,Norweigan National Team,$381.33 ,1
2010,Mineski,$300.00 ,1
2010,Dutch National Team,$254.22 ,1
2010,Turkish National Team,$254.22 ,1
2010,Belarusian National Team,$193.10 ,1
2010,Serbian National Team,$193.10 ,1
2010,GameTV,$132.00 ,1
2010,Austrian National Team,$127.11 ,1
2010,Spanish National Team,$127.11 ,1
2010,Czech National Team,$96.55 ,1
2010,Broken Tier,$0.00 ,1
2010,Panda Global,$0.00 ,1
2009,SK Gaming,"$255,935.06 ",1
2009,Fnatic,"$210,556.37 ",1
2009,Evil Geniuses,"$134,567.18 ",1
2009,mousesports,"$133,746.33 ",1
2009,CJ Entus,"$126,663.32 ",1
2009,mTw,"$122,171.78 ",1
2009,KT Rolster,"$107,907.94 ",1
2009,Hwaseung OZ,"$92,535.30 ",1
2009,WeMade FOX,"$83,558.74 ",1
2009,World Elite,"$80,771.53 ",1
2009,T1,"$79,869.87 ",1
2009,STX SouL,"$76,913.51 ",1
2009,Meet Your Makers,"$65,715.22 ",1
2009,Samsung,"$50,005.20 ",1
2009,ALTERNATE aTTaX,"$48,784.34 ",1
2009,Str8 Rippin,"$43,200.00 ",1
2009,AGAiN,"$42,000.00 ",1
2009,wisdom Nerve victory,"$41,781.75 ",1
2009,x6tence,"$38,849.20 ",1
2009,TyLoo,"$36,822.41 ",1
2009,Hite SPARKYZ,"$32,566.72 ",1
2009,compLexity Gaming,"$31,986.30 ",1
2009,Team VeryGames,"$31,504.13 ",1
2009,Woongjin Stars,"$31,293.03 ",1
2009,Virtus.pro,"$29,758.33 ",1
2009,k23,"$29,396.45 ",1
2009,Reason Gaming,"$25,469.90 ",1
2009,Carbon,"$23,757.63 ",1
2009,WICKED eSports,"$23,657.55 ",1
2009,Team Dignitas,"$22,195.07 ",1
2009,Empire Arcadia,"$20,425.75 ",1
2009,Millenium,"$18,185.21 ",1
2009,Final Boss,"$16,000.00 ",1
2009,Giants Gaming,"$14,544.52 ",1
2009,Serious Gaming,"$14,511.13 ",1
2009,x3o,"$13,750.00 ",1
2009,against All authority,"$12,778.00 ",1
2009,hoorai,"$11,315.74 ",1
2009,Lemondogs,"$10,974.14 ",1
2009,EHOME,"$10,420.38 ",1
2009,Vitriolic,"$10,242.91 ",1
2009,Team Acer,"$8,673.67 ",1
2009,German National Team,"$8,604.75 ",1
2009,TCM Gaming,"$8,538.97 ",1
2009,DTS Gaming,"$8,362.82 ",1
2009,CheckSix Gaming,"$7,500.00 ",1
2009,Nihilum Gaming,"$7,500.00 ",1
2009,forZe,"$7,175.18 ",1
2009,H2K,"$6,867.01 ",1
2009,n!faculty,"$6,857.45 ",1
2009,Crack Clan,"$6,478.42 ",1
2009,Swedish National Team,"$5,736.50 ",1
2009,eSTRO,"$5,275.53 ",1
2009,Gravitas Gaming,"$5,250.00 ",1
2009,ESC Gaming,"$5,006.13 ",1
2009,Radical Online X-tremists,"$4,694.64 ",1
2009,Air Force ACE,"$4,654.57 ",1
2009,emuLate!,"$4,348.94 ",1
2009,Spirit of Amiga,"$4,272.76 ",1
2009,Team Envy,"$4,000.00 ",1
2009,OnGameNet SPARKYZ,"$3,924.79 ",1
2009,Project EVERSIO,"$3,179.76 ",1
2009,MIBR,"$3,000.00 ",1
2009,French National Team,"$2,868.26 ",1
2009,HellRaisers,"$2,563.91 ",1
2009,Polish National Team,"$2,151.19 ",1
2009,a-Losers,"$1,960.57 ",1
2009,Dutch National Team,"$1,434.13 ",1
2009,Ukranian National Team,"$1,434.13 ",1
2009,MBCGame HERO,"$1,318.44 ",1
2009,Enemy,$972.00 ,1
2009,Team SCV Life,$731.37 ,1
2009,Templars of Twilight,$600.00 ,1
2009,eSuba,$565.52 ,1
2009,GameTV,$520.00 ,1
2009,Begrip Gaming,$512.78 ,1
2009,JaX Money Crew,$500.00 ,1
2009,Team Infused,$478.06 ,1
2009,Team Roccat,$287.84 ,1
2009,Clan 519,$250.00 ,1
2009,Team Empire,$128.21 ,1
2009,Broken Tier,$0.00 ,1
2008,Birmingham Salvo,"$553,099.02 ",1
2008,Hwaseung OZ,"$343,508.93 ",1
2008,SK Gaming,"$323,642.41 ",1
2008,Meet Your Makers,"$277,150.63 ",1
2008,Str8 Rippin,"$252,000.00 ",1
2008,mTw,"$223,809.69 ",1
2008,mousesports,"$214,467.00 ",1
2008,Fnatic,"$168,299.43 ",1
2008,Samsung,"$133,380.88 ",1
2008,T1,"$117,392.43 ",1
2008,San Francisco Optx,"$113,500.00 ",1
2008,eSTRO,"$110,641.38 ",1
2008,KT Rolster,"$108,860.04 ",1
2008,Nihilum Gaming,"$102,000.00 ",1
2008,Team Dignitas,"$91,608.67 ",1
2008,World Elite,"$88,570.90 ",1
2008,Carolina Core,"$73,500.00 ",1
2008,Final Boss,"$70,000.00 ",1
2008,STX SouL,"$68,590.30 ",1
2008,Evil Geniuses,"$67,474.10 ",1
2008,Virtus.pro,"$66,460.04 ",1
2008,MIBR,"$63,556.42 ",1
2008,CJ Entus,"$60,748.79 ",1
