Year,Player ID,Player Name,Total Prize Money (Year),Total Prize Money (Overall),% of Total
2020,DrNykterstein,Sven Magnus Carlsen,"$510,586.52 ","$713,541.60 ",71.56%
2020,Adou,"Jiang, Tao","$484,965.73 ","$526,163.18 ",92.17%
2020,NuanYang,"Lin, Heng","$484,965.73 ","$518,002.95 ",93.62%
2020,ShenRen,"Ma, Tengfei","$484,965.73 ","$518,002.95 ",93.62%
2020,QianShi,"Zhou, Kuan","$484,965.73 ","$500,277.06 ",96.94%
2020,ShiJiu,"Chen, Runzhi","$484,965.73 ","$500,277.06 ",96.94%
2020,Clayster,James Eubanks,"$383,950.00 ","$1,195,521.68 ",32.12%
2020,C6,Ian Porter,"$368,200.00 ","$1,326,659.47 ",27.75%
2020,iLLeY,Indervir Dhaliwal,"$358,625.00 ","$540,928.33 ",66.30%
2020,Shotzzy,Anthony Cuevas-Castro,"$351,625.00 ","$742,650.00 ",47.35%
2020,Huke,Cuyler Garland,"$347,375.00 ","$680,352.25 ",51.06%
2020,Hikaru,Hikaru Nakamura,"$329,644.58 ","$440,996.11 ",74.75%
2020,PVDDR,Paulo Damo da Rosa,"$300,000.00 ","$337,800.00 ",88.81%
2020,Cellium,McArthur Jovel,"$256,550.00 ","$821,323.93 ",31.24%
2020,XingY,"Li, Yuhao","$251,377.93 ","$306,113.77 ",82.12%
2020,YZ,"Liu, Tianhao","$251,377.93 ","$306,113.77 ",82.12%
2020,Simp,Christopher Lehr,"$250,708.33 ","$1,028,953.33 ",24.37%
2020,Priestahh,Preston Greiner,"$249,212.51 ","$595,712.51 ",41.83%
2020,GMWSO,Wesley So,"$246,180.48 ","$409,737.71 ",60.08%
2020,paraboy,"Zhu, Bojun","$245,586.24 ","$516,398.58 ",47.56%
2020,aBeZy,Tyler Pharris,"$243,025.01 ","$1,050,864.01 ",23.13%
2020,QingQ,"Wu, Jinxiang","$239,030.80 ","$437,858.80 ",54.59%
2020,MajorManiak,Michael Szymaniak,"$228,833.33 ","$437,479.16 ",52.31%
2020,Canadian,Troy Jaroslawski,"$225,200.00 ","$348,628.57 ",64.60%
2020,Bosco,Dylan Bosco,"$225,200.00 ","$313,750.00 ",71.78%
2020,Rampy,Nathanial Duvall,"$225,200.00 ","$299,060.00 ",75.30%
2020,Fultz,Alec Fultz,"$225,200.00 ","$276,966.67 ",81.31%
2020,Thinkingnade,Javier Escamila,"$224,200.00 ","$300,730.00 ",74.55%
2020,TaySon,Tai Starčič,"$212,870.00 ","$436,323.54 ",48.79%
2020,glory,Sato Kenta,"$211,750.00 ","$254,550.00 ",83.19%
2020,Rogue,"Lee, Byung Ryul","$207,383.24 ","$932,027.74 ",22.25%
2020,Matumbaman,Lasse Urpalainen,"$203,588.00 ","$3,787,569.04 ",5.38%
2020,Puppey,Clement Ivanov,"$203,588.00 ","$2,887,274.23 ",7.05%
2020,Zai,Ludwig Wåhlberg,"$203,588.00 ","$2,546,429.02 ",8.00%
2020,YapzOr,Yazied Jaradat,"$203,588.00 ","$1,555,898.67 ",13.08%
2020,Nisha,Michał Jankowski,"$203,588.00 ","$956,053.71 ",21.29%
2020,33Svan,"Wu, Hongsen","$190,837.32 ","$272,229.82 ",70.10%
2020,JannisZ,Jannis Matwin,"$185,070.00 ","$328,332.42 ",56.37%
2020,Su,"Feng, Shujie","$180,837.32 ","$270,092.32 ",66.95%
2020,Hasaki,"Wu, Chunjian","$180,837.32 ","$255,092.32 ",70.89%
2020,Xinhe,"Li, He","$180,837.32 ","$255,092.32 ",70.89%
2020,QingChen,"Zhang, Youquan","$180,837.32 ","$187,962.32 ",96.21%
2020,Bubzkji,Lucas Andersen,"$174,100.00 ","$304,029.19 ",57.26%
2020,Scump,Seth Abner,"$173,125.00 ","$933,505.35 ",18.55%
2020,Yinuo,"Xu, Bicheng","$171,061.20 ","$313,432.01 ",54.58%
2020,XiaoYing,"Tang, Jiajie","$171,061.20 ","$285,260.34 ",59.97%
2020,Ice,"Tang, Tian","$171,061.20 ","$274,652.34 ",62.28%
2020,Six,"Xu, Yiran","$171,061.20 ","$245,634.02 ",69.64%
2020,Qinian,"Wen, Zheng","$171,061.20 ","$171,061.20 ",100.00%
2020,Order,"Ceng, Zehai","$169,916.24 ","$445,867.47 ",38.11%
2020,coolboy,"Zeng, Ronghua","$169,916.24 ","$440,728.58 ",38.55%
2020,Jimmy,"Xu, Yinjun","$169,916.24 ","$440,728.58 ",38.55%
2020,King,"Lin, Yien","$169,916.24 ","$383,202.47 ",44.34%
2020,Envoy,Dylan Hannon,"$168,033.33 ","$349,154.16 ",48.13%
2020,FabianoCaruana,Fabiano Caruana,"$164,135.17 ","$180,888.78 ",90.74%
2020,Arcitys,Alec Sanderson,"$164,091.66 ","$1,110,704.09 ",14.77%
2020,JiuC,"Cao, Zhishun","$159,751.93 ","$283,834.89 ",56.28%
2020,XiangJun,"Ceng, Xiangjun","$159,751.93 ","$224,610.53 ",71.12%
2020,Wolfiez,Jaden Ashman,"$159,551.40 ","$1,344,978.07 ",11.86%
2020,Rascal,"Kim, Dong Jun","$157,222.22 ","$332,219.79 ",47.32%
2020,Striker,"Kwon, Nam Joo","$157,222.22 ","$328,535.35 ",47.86%
2020,Moth,Grant Espe,"$157,222.22 ","$328,159.36 ",47.91%
2020,smurf,"Yoo, Myeong Hwan","$157,222.22 ","$323,295.27 ",48.63%
2020,ChoiHyoBin,"Choi, Hyo Bin","$157,222.22 ","$320,768.31 ",49.01%
2020,super,Matthew DeLisi,"$157,222.22 ","$314,059.13 ",50.06%
2020,Viol2t,"Park, Min Ki","$157,222.22 ","$310,012.30 ",50.71%
2020,Twilight,"Lee, Joo Seok","$157,222.22 ","$268,502.70 ",58.56%
2020,ANS,"Lee, Seon Chang","$157,222.22 ","$161,022.96 ",97.64%
2020,ta1yo,Sean Henderson,"$156,123.51 ","$169,827.33 ",91.93%
2020,FormaL,Matthew Piper,"$155,650.00 ","$894,532.18 ",17.40%
2020,JackeyLove,"Yu, Wen Bo","$153,074.86 ","$691,449.64 ",22.14%
2020,Karsa,"Hung, Hau Hsuan","$153,074.86 ","$548,127.12 ",27.93%
2020,Knight,"Zhuo, Ding","$153,074.86 ","$190,059.29 ",80.54%
2020,369,"Bai, Jia Hao","$153,074.86 ","$182,299.69 ",83.97%
2020,yuyanjia,"Liang, Jia Yuan","$153,074.86 ","$153,074.86 ",100.00%
2020,Beizhai,"Shu, Zhiqi","$151,465.00 ","$290,431.67 ",52.15%
2020,Marcio Carvalho,Marcio Carvalho,"$150,000.00 ","$214,900.00 ",69.80%
2020,Nuguri,"Jang, Ha Gwon","$148,539.31 ","$221,011.02 ",67.21%
2020,ShowMaker,"Heo, Su","$148,182.22 ","$258,633.19 ",57.29%
2020,Canyon,"Kim, Geon Bu","$142,709.61 ","$255,663.48 ",55.82%
2020,BeryL,"Cho, Geon Hee","$142,709.61 ","$252,213.10 ",56.58%
2020,Prestinni,Preston Sanderson,"$142,000.00 ","$611,873.43 ",23.21%
2020,Furious,- -,"$141,508.34 ","$146,908.34 ",96.32%
2020,Ghost,"Jang, Yong Jun","$139,653.09 ","$234,115.19 ",59.65%
2020,YEKINDAR,Mareks Gaļinskis,"$137,100.00 ","$238,006.37 ",57.60%
2020,Andilex,Alexandre Christophe,"$134,900.00 ","$279,457.51 ",48.27%
2020,HusKerrs,Jordan Thomas,"$134,545.01 ","$287,770.71 ",46.75%
2020,sjuush,Rasmus Beck,"$128,700.00 ","$258,563.09 ",49.78%
2020,acoR,Frederik Gyldstrand,"$128,700.00 ","$225,434.72 ",57.09%
2020,roejJ,Fredrik Jørgensen,"$128,700.00 ","$187,442.44 ",68.66%
2020,Qikert,Alexey Golubev,"$128,100.00 ","$354,404.13 ",36.15%
2020,Jame,Ali Dzhami,"$128,100.00 ","$352,117.72 ",36.38%
2020,SANJI,Sanjar Kuliev,"$128,100.00 ","$314,242.42 ",40.76%
2020,Buster,Timur Tulepov,"$126,850.00 ","$355,784.13 ",35.65%
2020,Rush,Will Wierzba,"$125,400.00 ","$621,716.00 ",20.17%
2020,k0nfig,Kristian Wienecke,"$125,400.00 ","$438,105.81 ",28.62%
2020,blameF,Benjamin Bremer,"$125,400.00 ","$177,136.08 ",70.79%
2020,Aydan,Aydan Conrad,"$124,170.84 ","$470,548.58 ",26.39%
2020,s1mple,Alexander Kostylev,"$123,200.00 ","$1,165,838.65 ",10.57%
2020,electroNic,Denis Sharipov,"$122,700.00 ","$1,019,575.33 ",12.03%
2019,JerAx,Jesse Vainikka,"$3,163,536.20 ","$6,470,548.78 ",48.89%
2019,Ceb,Sébastien Debs,"$3,163,536.20 ","$5,573,712.41 ",56.76%
2019,Topson,Topias Taavitsainen,"$3,163,536.20 ","$5,490,317.57 ",57.62%
2019,N0tail,Johan Sundstein,"$3,155,536.20 ","$6,983,817.80 ",45.18%
2019,ana,Anathan Pham,"$3,146,536.20 ","$6,004,411.96 ",52.40%
2019,Bugha,Kyle Giersdorf,"$3,066,641.67 ","$3,173,461.72 ",96.63%
2019,psalm,Harrison Chang,"$1,822,700.00 ","$1,958,350.00 ",93.07%
2019,Aqua,David Wang,"$1,822,570.21 ","$1,932,524.23 ",94.31%
2019,Nyhrox,Emil Bergquist Pedersen,"$1,518,236.19 ","$1,537,945.69 ",98.72%
2019,EpikWhale,Shane Cotton,"$1,310,666.67 ","$1,354,667.32 ",96.75%
2019,Wolfiez,Jaden Ashman,"$1,184,426.67 ","$1,344,978.07 ",88.06%
2019,Rojo,Dave Jong,"$1,179,143.33 ","$1,214,643.33 ",97.08%
2019,Kreo,Nate Kou,"$1,082,425.00 ","$1,218,659.74 ",88.82%
2019,Ceice,Davis McClellan,"$1,012,225.00 ","$1,117,155.47 ",90.61%
2019,kinG,Thiago Lapp,"$1,007,550.00 ","$1,021,150.00 ",98.67%
2019,sasamumu,- -,"$1,000,000.00 ","$1,000,000.00 ",100.00%
2019,KuroKy,Kuro Takhasomi,"$999,081.60 ","$5,215,504.15 ",19.16%
2019,MinD_ContRoL,Ivan Ivanov,"$999,081.60 ","$4,599,516.16 ",21.72%
2019,GH,Maroun Merhej,"$999,081.60 ","$4,213,810.69 ",23.71%
2019,Miracle-,Amer Al-Barkawi,"$991,081.60 ","$4,818,441.68 ",20.57%
2019,Zayt,Williams Aubin,"$962,550.00 ","$1,202,731.42 ",80.03%
2019,Elevate,Hayden Krueger,"$959,025.00 ","$993,523.20 ",96.53%
2019,Saf,Rocco Morales,"$954,225.00 ","$1,166,312.02 ",81.82%
2019,w33,Aliwi Omar,"$936,081.60 ","$2,284,523.58 ",40.97%
2019,Skite,Clément Danglot,"$732,118.28 ","$858,064.02 ",85.32%
2019,Crue,Theo Ferrer,"$712,500.00 ","$718,750.00 ",99.13%
2019,fy,"Xu, Linsen","$681,941.20 ","$2,922,412.38 ",23.33%
2019,Ame,"Wang, Chunyu","$681,941.20 ","$2,366,111.07 ",28.82%
2019,xNova,"Yap, Jianwei","$681,941.20 ","$1,893,391.78 ",36.02%
2019,Chalice,"Yang, Shenyi","$681,941.20 ","$1,859,748.68 ",36.67%
2019,Somnus丶M,Lu Yao,"$669,941.20 ","$3,012,704.18 ",22.24%
2019,Puppey,Clement Ivanov,"$626,760.80 ","$2,887,274.23 ",21.71%
2019,Zai,Ludwig Wåhlberg,"$624,960.80 ","$2,546,429.02 ",24.54%
2019,MidOne,"Zheng, Yeik Nai","$624,960.80 ","$1,791,158.14 ",34.89%
2019,Nisha,Michał Jankowski,"$624,960.80 ","$956,053.71 ",65.37%
2019,YapzOr,Yazied Jaradat,"$620,960.80 ","$1,555,898.67 ",39.91%
2019,Mongraal,Kyle Jackson,"$604,975.70 ","$688,004.23 ",87.93%
2019,Pio,"Cha, Seung Hoon","$586,003.41 ","$804,635.41 ",72.83%
2019,Loki,"Bak, Jeong Yeong","$575,353.31 ","$892,402.59 ",64.47%
2019,ESTH3R,"Go, Jeong Wan","$552,176.28 ","$825,899.76 ",66.86%
2019,Taemin,"Kang, Tae Min","$552,176.28 ","$585,598.46 ",94.29%
2019,Arkhram,Diego Lima,"$545,300.00 ","$611,316.68 ",89.20%
2019,Paparazi,"Zhang, Chengjun","$506,933.50 ","$1,029,445.84 ",49.24%
2019,Ori,"Zeng, Jiaoyang","$506,933.50 ","$866,290.89 ",58.52%
2019,Yang,"Zhou, Haiyang","$506,933.50 ","$849,683.72 ",59.66%
2019,Dy,"Ding, Cong","$506,933.50 ","$630,516.51 ",80.40%
2019,Stewie2k,Jakey Yip,"$482,700.00 ","$1,157,090.00 ",41.72%
2019,Falconer,Brendan Falconer,"$478,200.00 ","$483,100.00 ",98.99%
2019,NAF,Keith Markovic,"$477,850.00 ","$1,051,565.66 ",45.44%
2019,ELiGE,Jonathan Jablonowski,"$477,850.00 ","$1,001,346.42 ",47.72%
2019,nitr0,Nick Cannella,"$477,850.00 ","$944,191.73 ",50.61%
2019,Twistzz,Russel Van Dulken,"$477,850.00 ","$896,076.43 ",53.33%
2019,stompy,Klaus Konstanzer,"$462,687.94 ","$507,121.94 ",91.24%
2019,Mitr0,Dmitri Van de Vrie,"$459,360.34 ","$791,924.81 ",58.01%
2019,Jinsoo,"Park, Jin Soo","$450,254.94 ","$467,754.94 ",96.26%
2019,Dubs,Daniel Walsh,"$439,816.67 ","$483,924.99 ",90.89%
2019,Fade,Pan Yi,"$432,550.60 ","$647,277.78 ",66.83%
2019,Nayte,Nathan Berquignol,"$431,920.10 ","$531,885.77 ",81.21%
2019,Xyp9x,Andreas Højsleth,"$431,100.00 ","$1,904,350.13 ",22.64%
2019,dupreeh,Peter Rasmussen,"$430,700.00 ","$1,929,781.07 ",22.32%
2019,gla1ve,Lukas Rossander,"$430,700.00 ","$1,764,067.40 ",24.42%
2019,Magisk,Emil Reif,"$430,700.00 ","$1,523,240.30 ",28.28%
2019,dev1ce,Nicolai Reedtz,"$427,700.00 ","$1,889,554.30 ",22.63%
2019,BenjyFishy,Benjy David Fish,"$393,136.39 ","$552,856.29 ",71.11%
2019,HuaHai,"Luo, Siyuan","$380,810.70 ","$613,749.99 ",62.05%
2019,Wuming,"Zhang, Cong","$380,810.70 ","$613,749.99 ",62.05%
2019,Cat,"Chen, Zhengzheng","$380,810.70 ","$522,169.03 ",72.93%
2019,NuoYan,"Guo, Guixin","$380,810.70 ","$466,375.37 ",81.65%
2019,Alan,"Wang, Tianlong","$380,810.70 ","$449,232.51 ",84.77%
2019,Tims,Timothy Randrup,"$366,370.40 ","$788,063.75 ",46.49%
2019,Armel,Armel Paul Tabios,"$366,370.40 ","$497,316.51 ",73.67%
2019,Gabbi,Khim Villafuerte,"$366,370.40 ","$458,734.68 ",79.87%
2019,Arteezy,Artour Babaev,"$352,310.40 ","$2,308,653.21 ",15.26%
2019,Cr1t,Andreas Nielsen,"$352,310.40 ","$2,059,441.60 ",17.11%
2019,Fly,Tal Aizik,"$351,310.40 ","$2,450,170.81 ",14.34%
2019,Riversan,River Handley,"$342,025.00 ","$363,766.67 ",94.02%
2019,hiimtylerh,Tyler -,"$341,250.00 ","$341,250.00 ",100.00%
2019,Suezhoo,Stephan -,"$341,250.00 ","$341,250.00 ",100.00%
2019,Zand,- -,"$341,250.00 ","$341,250.00 ",100.00%
2019,Cizzorz,Jack -,"$336,250.00 ","$349,750.00 ",96.14%
2019,Megga,Noam Ackenine,"$322,416.67 ","$396,583.32 ",81.30%
2019,s4,Gustav Magnusson,"$320,400.40 ","$2,575,783.91 ",12.44%
2019,ZexRow,Anthony Colandro,"$312,650.00 ","$509,949.73 ",61.31%
2019,Clayster,James Eubanks,"$311,375.00 ","$1,195,521.68 ",26.05%
2019,Andrea Mengucci,Andrea Mengucci,"$310,800.00 ","$323,300.00 ",96.13%
2019,Arcitys,Alec Sanderson,"$310,114.00 ","$1,110,704.09 ",27.92%
2019,aBeZy,Tyler Pharris,"$310,114.00 ","$1,050,864.01 ",29.51%
2019,Prestinni,Preston Sanderson,"$305,875.00 ","$611,873.43 ",49.99%
2019,SumaiL,Sumail Hassan,"$305,310.40 ","$3,617,984.01 ",8.44%
2019,RAMZES666,Roman Kushnarev,"$304,153.73 ","$1,793,796.92 ",16.96%
2019,Dark,"Park, Ryung Woo","$295,487.95 ","$843,435.39 ",35.03%
2019,Simp,Christopher Lehr,"$288,500.00 ","$1,028,953.33 ",28.04%
2019,Tschiiinken,Thomas Hörak,"$288,112.94 ","$326,176.94 ",88.33%
2019,Hunterace,Casper Notto,"$285,026.00 ","$343,120.34 ",83.07%
2019,Mo_aubameyang,Mohammed Harkous,"$277,000.00 ","$372,854.53 ",74.29%
2019,Solo,Alexei Berezin,"$276,553.73 ","$1,783,725.61 ",15.50%
2019,Eyyou,Nico Barcelon,"$274,720.40 ","$397,072.94 ",69.19%
2019,Last Guardian,"Wu, Huai-Yong","$274,032.86 ","$274,032.86 ",100.00%
2019,RodjER,Vladimir Nikogosyan,"$268,153.73 ","$1,348,741.13 ",19.88%
2019,ubah,Ivan Kapustin,"$268,125.00 ","$395,601.18 ",67.78%
2018,JerAx,Jesse Vainikka,"$2,290,631.60 ","$6,470,548.78 ",35.40%
2018,N0tail,Johan Sundstein,"$2,282,716.63 ","$6,983,817.80 ",32.69%
2018,Ceb,Sébastien Debs,"$2,280,216.63 ","$5,573,712.41 ",40.91%
2018,Topson,Topias Taavitsainen,"$2,249,841.60 ","$5,490,317.57 ",40.98%
2018,ana,Anathan Pham,"$2,249,136.18 ","$6,004,411.96 ",37.46%
2018,Somnus丶M,Lu Yao,"$1,091,935.92 ","$3,012,704.18 ",36.24%
2018,fy,"Xu, Linsen","$1,091,935.92 ","$2,922,412.38 ",37.36%
2018,Ame,"Wang, Chunyu","$1,091,935.92 ","$2,366,111.07 ",46.15%
2018,xNova,"Yap, Jianwei","$1,091,935.92 ","$1,893,391.78 ",57.67%
2018,Chalice,"Yang, Shenyi","$1,091,935.92 ","$1,859,748.68 ",58.71%
2018,feg,- -,"$1,000,000.00 ","$1,003,000.00 ",99.70%
2018,RAMZES666,Roman Kushnarev,"$843,291.60 ","$1,793,796.92 ",47.01%
2018,Solo,Alexei Berezin,"$843,291.60 ","$1,783,725.61 ",47.28%
2018,9pasha,Pavel Khvastunov,"$843,291.60 ","$1,717,779.57 ",49.09%
2018,RodjER,Vladimir Nikogosyan,"$840,891.60 ","$1,348,741.13 ",62.35%
2018,dev1ce,Nicolai Reedtz,"$730,650.00 ","$1,889,554.30 ",38.67%
2018,Xyp9x,Andreas Højsleth,"$730,550.00 ","$1,904,350.13 ",38.36%
2018,dupreeh,Peter Rasmussen,"$730,150.00 ","$1,929,781.07 ",37.84%
2018,gla1ve,Lukas Rossander,"$730,150.00 ","$1,764,067.40 ",41.39%
2018,Magisk,Emil Reif,"$728,400.00 ","$1,523,240.30 ",47.82%
2018,Noone,Vladimir Minenko,"$683,291.60 ","$1,627,223.45 ",41.99%
2018,MinD_ContRoL,Ivan Ivanov,"$662,150.40 ","$4,599,516.16 ",14.40%
2018,Arteezy,Artour Babaev,"$652,575.80 ","$2,308,653.21 ",28.27%
2018,Cr1t,Andreas Nielsen,"$648,575.80 ","$2,059,441.60 ",31.49%
2018,KuroKy,Kuro Takhasomi,"$647,150.40 ","$5,215,504.15 ",12.41%
2018,GH,Maroun Merhej,"$646,586.06 ","$4,213,810.69 ",15.34%
2018,SumaiL,Sumail Hassan,"$646,175.80 ","$3,617,984.01 ",17.86%
2018,Matumbaman,Lasse Urpalainen,"$646,150.40 ","$3,787,569.04 ",17.06%
2018,Miracle-,Amer Al-Barkawi,"$640,150.40 ","$4,818,441.68 ",13.29%
2018,Fly,Tal Aizik,"$618,375.80 ","$2,450,170.81 ",25.24%
2018,s4,Gustav Magnusson,"$605,375.80 ","$2,575,783.91 ",23.50%
2018,Tfue,Turner Tenney,"$478,800.00 ","$659,000.01 ",72.66%
2018,Serral,Joona Sotala,"$478,538.25 ","$925,313.55 ",51.72%
2018,Duke,"Lee, Ho Seong","$445,930.37 ","$954,620.62 ",46.71%
2018,JackeyLove,"Yu, Wen Bo","$445,930.37 ","$691,449.64 ",64.49%
2018,Rookie,"Song, Eui Jin","$445,930.37 ","$610,445.70 ",73.05%
2018,Ning,"Gao, Zhen Ning","$445,930.37 ","$566,607.87 ",78.70%
2018,Baolan,"Wang, Liu Yi","$445,930.37 ","$548,235.82 ",81.34%
2018,TheShy,"Kang, Dong Geun","$433,768.37 ","$538,444.86 ",80.56%
2018,Puppey,Clement Ivanov,"$423,352.27 ","$2,887,274.23 ",14.66%
2018,MidOne,"Zheng, Yeik Nai","$423,052.27 ","$1,791,158.14 ",23.62%
2018,YapzOr,Yazied Jaradat,"$419,356.27 ","$1,555,898.67 ",26.95%
2018,Cloakzy,Dennis Lepore,"$417,025.00 ","$456,816.66 ",91.29%
2018,Bizzle,Timothy Miller,"$379,275.00 ","$635,226.39 ",59.71%
2018,Maru,"Cho, Sung Choo","$370,117.05 ","$934,372.12 ",39.61%
2018,FATA,Adrian Trinks,"$366,456.27 ","$1,370,688.82 ",26.74%
2018,Ace,Marcus Hoelgaard,"$366,456.27 ","$754,049.52 ",48.60%
2018,Poach,Jake Brumleve,"$343,850.00 ","$352,575.00 ",97.53%
2018,Nate Hill,Nate Hill,"$340,825.00 ","$441,506.61 ",77.20%
2018,MSdossary7,Aldossary Mossad,"$325,065.00 ","$596,445.63 ",54.50%
2018,Zai,Ludwig Wåhlberg,"$308,376.80 ","$2,546,429.02 ",12.11%
2018,Gachikun,"Kanamori, Tsunehiro","$284,614.10 ","$319,721.32 ",89.02%
2018,Lekr0,Jonas Olofsson,"$280,450.00 ","$473,255.51 ",59.26%
2018,JW,Jesper Wecksell,"$277,616.67 ","$911,060.68 ",30.47%
2018,72hrs,Thomas Mulligan,"$275,825.00 ","$314,158.33 ",87.80%
2018,flusha,Robin Rönnquist,"$274,766.67 ","$877,868.95 ",31.30%
2018,Stewie2k,Jakey Yip,"$273,150.00 ","$1,157,090.00 ",23.61%
2018,KRiMZ,Freddy Johansson,"$269,916.67 ","$886,123.34 ",30.46%
2018,tom60229,"Chen, Wei Lin","$267,800.00 ","$456,627.87 ",58.65%
2018,electroNic,Denis Sharipov,"$261,950.00 ","$1,019,575.33 ",25.69%
2018,Vivid,Noah Wright,"$261,850.00 ","$463,441.67 ",56.50%
2018,Mitr0,Dmitri Van de Vrie,"$258,264.47 ","$791,924.81 ",32.61%
2018,Golden,Maikil Selim,"$251,916.67 ","$461,942.48 ",54.53%
2018,ppd,Peter Dager,"$251,480.80 ","$3,029,331.36 ",8.30%
2018,tarik,Tarik Celik,"$250,750.00 ","$792,439.21 ",31.64%
2018,Morgausse,Austin Etue,"$244,000.00 ","$254,424.56 ",95.90%
2018,33,Neta Shapira,"$237,759.80 ","$527,000.60 ",45.12%
2018,s1mple,Alexander Kostylev,"$237,000.00 ","$1,165,838.65 ",20.33%
2018,Chap,Ryan Chaplo,"$235,825.00 ","$341,666.67 ",69.02%
2018,CCnC,Quinn Callahan,"$234,880.80 ","$483,150.80 ",48.61%
2018,flamie,Egor Vasilyev,"$233,600.00 ","$856,940.83 ",27.26%
2018,Paparazi,"Zhang, Chengjun","$233,171.16 ","$1,029,445.84 ",22.65%
2018,Edward,Ioann Sukharev,"$232,000.00 ","$719,374.82 ",32.25%
2018,Zeus,Daniil Teslenko,"$231,900.00 ","$792,585.87 ",29.26%
2018,Pajkatt,Per Anders Olsson-Lille,"$229,080.80 ","$334,585.27 ",68.47%
2018,Ori,"Zeng, Jiaoyang","$228,471.16 ","$866,290.89 ",26.37%
2018,Resolut1on,Roman Fominok,"$226,812.80 ","$1,471,220.75 ",15.42%
2018,Tokido,"Hajime, Taniguchi","$225,598.00 ","$533,508.30 ",42.29%
2018,Thijs,Thijs Molendijk,"$220,600.00 ","$514,918.66 ",42.84%
2018,Rogue,"Lee, Byung Ryul","$216,785.36 ","$932,027.74 ",23.26%
2018,Kinstaar,Duong Huynh,"$215,007.79 ","$421,021.68 ",51.07%
2018,Twistzz,Russel Van Dulken,"$211,900.00 ","$896,076.43 ",23.65%
2018,Fenrir,"Lu, Chao","$210,415.08 ","$1,402,208.92 ",15.01%
2018,iceiceice,"Koh, Daryl Pei Xiang","$208,196.60 ","$1,609,461.96 ",12.94%
2018,Jabz,Anucha Jirawong,"$208,196.60 ","$525,108.74 ",39.65%
2018,eLeVeN,Ren Yangwei,"$207,903.88 ","$1,247,304.47 ",16.67%
2018,ninjaboogie,Michael Ross,"$207,872.26 ","$475,269.22 ",43.74%
2018,MSS,Arif Anwar,"$204,812.80 ","$535,352.38 ",38.26%
2018,xiaohu,"Li, Yuan Hao","$204,744.74 ","$586,801.91 ",34.89%
2018,Karsa,"Hung, Hau Hsuan","$204,744.74 ","$548,127.12 ",37.35%
2018,Ming,"Shi, Sen Ming","$204,744.74 ","$458,665.83 ",44.64%
2018,Moon,Kam Boon Seng,"$204,690.45 ","$496,045.65 ",41.26%
2018,nitr0,Nick Cannella,"$204,600.00 ","$944,191.73 ",21.67%
2018,LaNm,"Zhang, Zhicheng","$204,560.12 ","$1,399,704.73 ",14.61%
2018,SVG,Avery Silverman,"$204,312.80 ","$330,572.80 ",61.81%
2018,ELiGE,Jonathan Jablonowski,"$203,900.00 ","$1,001,346.42 ",20.36%
2018,Caps,Rasmus Winther,"$203,296.88 ","$470,104.57 ",43.25%
2018,sOAZ,Paul Boyer,"$203,296.88 ","$422,314.88 ",48.14%
2018,Hylissang,Zdravec Gulubov,"$203,296.88 ","$340,647.79 ",59.68%
2018,Broxah,Mads Brock-Pedersen,"$203,296.88 ","$313,654.08 ",64.82%
2017,KuroKy,Kuro Takhasomi,"$2,436,772.40 ","$5,215,504.15 ",46.72%
2017,Miracle-,Amer Al-Barkawi,"$2,421,583.03 ","$4,818,441.68 ",50.26%
2017,MinD_ContRoL,Ivan Ivanov,"$2,421,272.40 ","$4,599,516.16 ",52.64%
2017,GH,Maroun Merhej,"$2,420,658.78 ","$4,213,810.69 ",57.45%
2017,Matumbaman,Lasse Urpalainen,"$2,416,772.40 ","$3,787,569.04 ",63.81%
2017,kpii,Damien Chok,"$947,605.69 ","$1,822,891.97 ",51.98%
2017,KaKa,"Hu, Liangzhi","$945,805.69 ","$1,849,651.24 ",51.13%
2017,Faith,"Zeng, Hongda","$945,805.69 ","$1,764,520.75 ",53.60%
2017,Sccc,"Song, Chun","$945,805.69 ","$1,279,349.54 ",73.93%
2017,Moogy,Xu Han,"$945,805.69 ","$1,221,917.10 ",77.40%
2017,Super,"Xie, Junhao","$556,623.34 ","$1,645,066.18 ",33.84%
2017,Monet,"Du, Peng","$556,323.34 ","$871,362.61 ",63.85%
2017,DDC,"Liang, Fa Ming","$556,230.54 ","$1,345,435.47 ",41.34%
2017,Inflame,"He, Yongzheng","$554,487.54 ","$601,854.15 ",92.13%
2017,Ah-fu,"Chuan, Tue Soon","$550,412.87 ","$788,246.05 ",69.83%
2017,RAMZES666,Roman Kushnarev,"$523,615.14 ","$1,793,796.92 ",29.19%
2017,9pasha,Pavel Khvastunov,"$503,156.81 ","$1,717,779.57 ",29.29%
2017,Noone,Vladimir Minenko,"$497,956.81 ","$1,627,223.45 ",30.60%
2017,Lil,Ilya Ilyuk,"$496,756.81 ","$928,199.86 ",53.52%
2017,Solo,Alexei Berezin,"$473,156.81 ","$1,783,725.61 ",26.53%
2017,s4,Gustav Magnusson,"$422,042.40 ","$2,575,783.91 ",16.39%
2017,eLeVeN,Ren Yangwei,"$402,666.57 ","$1,247,304.47 ",32.28%
2017,N0tail,Johan Sundstein,"$402,042.40 ","$6,983,817.80 ",5.76%
2017,JerAx,Jesse Vainikka,"$402,042.40 ","$6,470,548.78 ",6.21%
2017,Fly,Tal Aizik,"$402,042.40 ","$2,450,170.81 ",16.41%
