Year,Player ID,Player Name,Total Prize Money (Year),Total Prize Money (Overall),% of Total
1999,ZiZi,"Yoon, Sang Min",$287.03 ,$287.03 ,100.00%
1999,김정헌,"-, -",$287.03 ,$287.03 ,100.00%
1999,이권도,"-, -",$287.03 ,$287.03 ,100.00%
1999,Batch,Eric Paik,$200.00 ,$200.00 ,100.00%
1999,Demerol,Ryan Schnabel,$200.00 ,$200.00 ,100.00%
1999,Feel_LOVE,"Kim, Tae Mok",$0.00 ,$0.00 ,0.00%
1999,TheBOy,"Kook, Ki Bong",$0.00 ,$0.00 ,0.00%
1998,Thresh,Dennis Fong,"$16,000.00 ","$21,000.00 ",76.19%
1998,RiX,Dan Hammans,"$13,000.00 ","$18,500.00 ",70.27%
1998,Makaveli,Victor Cuadra,"$10,000.00 ","$33,300.00 ",30.03%
1998,Gadianton,Jason Severson,"$8,500.00 ","$8,500.00 ",100.00%
1998,Immortal,Kurt Shimada,"$7,500.00 ","$15,000.00 ",50.00%
1998,Rosco,Danny Alires,"$7,500.00 ","$7,500.00 ",100.00%
1998,Kin-Dom,Robert Chan,"$4,500.00 ","$4,500.00 ",100.00%
1998,Kuin,Boniface Danan,"$4,000.00 ","$14,000.00 ",28.57%
1998,Unholy,Jason Carlton,"$4,000.00 ","$6,000.00 ",66.67%
1998,Reptile,Jim Dangcil,"$4,000.00 ","$4,000.00 ",100.00%
1998,Resonance,Robert Dubois,"$4,000.00 ","$4,000.00 ",100.00%
1998,Grrrr...,Guillaume Patry,"$3,200.00 ","$62,965.83 ",5.08%
1998,Ren,Erik Charlebois,"$3,200.00 ","$3,200.00 ",100.00%
1998,Immortal,Brent Werling,"$3,000.00 ","$3,520.10 ",85.22%
1998,Maimin_Matty,Matt Scadding,"$2,000.00 ","$3,250.00 ",61.54%
1998,Gollum,Tom Dawson,"$2,000.00 ","$2,000.00 ",100.00%
1998,Mastakilla,Sean Yi,"$1,400.00 ","$1,400.00 ",100.00%
1998,B2,Patrick Li,"$1,100.00 ","$1,100.00 ",100.00%
1998,Leprechaun,Andy Vajda,"$1,100.00 ","$1,100.00 ",100.00%
1998,revelation,Andrew Wise,"$1,000.00 ","$1,300.00 ",76.92%
1998,Lord,Mark Buxton,"$1,000.00 ","$1,000.00 ",100.00%
1998,Lord Vadar,Jason Allen,"$1,000.00 ","$1,000.00 ",100.00%
1998,Noname-99,Justin Spencer,"$1,000.00 ","$1,000.00 ",100.00%
1998,Pharoah,Al Lehocky,"$1,000.00 ","$1,000.00 ",100.00%
1998,Apocolypse,Drew Gorbonos,$500.00 ,$500.00 ,100.00%
1998,TiLLerMaN,Iain Girdwood,$300.00 ,"$7,780.33 ",3.86%
1998,jolly,- -,$300.00 ,$800.00 ,37.50%
1998,Maynard,Miguel Bombach,$300.00 ,$800.00 ,37.50%
1998,eVERLAST,Victor Martin,$150.00 ,$650.00 ,23.08%
1998,Zileas,Tom Cadwell,$150.00 ,$150.00 ,100.00%
1998,Cabalist,Shane Nagesh,$100.00 ,$100.00 ,100.00%
1998,Frick,Wes Culver,$100.00 ,$100.00 ,100.00%
1998,Lord Jim,Micheal Coffey,$100.00 ,$100.00 ,100.00%
1998,Soulnet,Tony Burt,$100.00 ,$100.00 ,100.00%
